id,price,manufacturer,model,year,kilometers,fuel_type,kw,condition,trunk_capacity,body_type,seats,color,engine_capacity,drive_type,transmission_type,number_of_gears,km_imputed,metallic
22170618,4299000.0,AUDI,A3,2015.08,170881.0,Dízel,81.0,Kitűnő,380.0,Ferdehátú,5.0,Fehér,1598.0,Első kerék,Manuális,6.0,0,0
22169793,4299000.0,OPEL,MOKKA,2013.58,51000.0,Benzin,85.0,Normál,356.0,Városi terepjáró (crossover),5.0,Bordó,1598.0,Első kerék,Manuális,5.0,0,1
21831442,4299000.0,VOLKSWAGEN,TOURAN,2015.42,133553.0,Dízel,77.0,Megkímélt,695.0,Egyterű,5.0,Sötétszürke,1598.0,Első kerék,Manuális,6.0,0,1
21364850,4299000.0,AUDI,A6,2012.17,351955.0,Dízel,180.0,Normál,565.0,Kombi,5.0,Unknown,2967.0,Összkerék,Automata tiptronic,6.0,0,0
18665246,4299000.0,SKODA,OCTAVIA,2017.83,183677.0,Benzin,110.0,Normál,610.0,Kombi,5.0,Unknown,1395.0,Első kerék,Manuális,6.0,0,0
22192791,4299000.0,FIAT,500,2019.08,70961.0,Benzin,51.0,Kitűnő,185.0,Ferdehátú,4.0,Bordó,1242.0,Első kerék,Manuális,5.0,0,0
22192345,4299000.0,KIA,SPORTAGE,2014.08,153844.0,Benzin,99.0,Sérülésmentes,564.0,Városi terepjáró (crossover),5.0,Fekete,1591.0,Első kerék,Manuális,6.0,0,1
22191907,4299000.0,OPEL,CORSA CORSA F,2021.5,87881.0,Dízel,75.0,Kitűnő,309.0,Ferdehátú,5.0,Fekete,1499.0,Első kerék,Manuális,6.0,0,1
22161212,4299999.0,FORD,FOCUS,2020.67,238700.0,Dízel,88.0,Kitűnő,608.0,Kombi,5.0,Fehér,1499.0,Első kerék,Manuális,6.0,0,0
22187416,4299999.0,SUZUKI,SX4 S-CROSS,2013.92,133905.0,Benzin,88.0,Megkímélt,430.0,Városi terepjáró (crossover),5.0,Fehér,1586.0,Összkerék,Manuális,5.0,0,1
22183634,4299999.0,OPEL,ASTRA ASTRA K,2017.92,203000.0,Benzin,110.0,Normál,350.0,Ferdehátú,5.0,Unknown,1956.0,Első kerék,Manuális,6.0,0,0
22182834,4299999.0,SUZUKI,VITARA,2016.0,199999.0,Dízel,88.0,Megkímélt,375.0,Városi terepjáró (crossover),5.0,Unknown,1598.0,Összkerék,Unknown,5.0,0,0
22175556,4299999.0,FORD,FOCUS,2021.08,220000.0,Dízel,88.0,Megkímélt,608.0,Kombi,5.0,Unknown,1499.0,Első kerék,Manuális,6.0,0,0
22172373,4299999.0,FORD,KUGA,2015.0,173995.0,Dízel,100.0,Normál,492.0,Városi terepjáró (crossover),5.0,Sötétszürke,1997.0,Első kerék,Manuális,6.0,0,1
22114402,4299999.0,SUBARU,LEVORG,2016.75,260000.0,Benzin,125.0,Megkímélt,522.0,Kombi,5.0,Unknown,1600.0,Összkerék,Fokozatmentes automata,0.0,0,0
22193711,4300000.0,BMW,X SOROZAT X5,2011.25,441000.0,Dízel,180.0,Normál,620.0,Városi terepjáró (crossover),5.0,Fekete,2993.0,Összkerék,Automata tiptronic,8.0,0,0
22192732,4100000.0,MERCEDES-BENZ,B-OSZTÁLY B 220,2018.58,257540.0,Dízel,130.0,Kitűnő,488.0,Egyterű,5.0,Fehér,2143.0,Első kerék,Automata,7.0,0,0
22190793,4300000.0,NISSAN,NAVARA,2012.17,262374.0,Dízel,170.0,Normál,1275.5,Pickup,4.0,Fehér,2993.0,Összkerék,Automata,8.0,0,0
22188829,4300000.0,OPEL,ASTRA ASTRA K,2019.5,91073.0,Benzin,92.0,Megkímélt,370.0,Ferdehátú,5.0,Bordó,1399.0,Első kerék,Manuális,6.0,0,0
22188041,4300000.0,AUDI,A1,2016.33,97690.0,Benzin,70.0,Kitűnő,270.0,Ferdehátú,5.0,Sötétkék,999.0,Első kerék,Manuális,5.0,0,0
22185674,4300000.0,AUDI,A4,2012.5,185000.0,Dízel,105.0,Megkímélt,480.0,Sedan,5.0,Fekete,1968.0,Első kerék,Manuális,6.0,0,1
22179233,4300000.0,CHEVROLET,VOLT,2013.42,140000.0,Unknown,111.0,Sérülésmentes,310.0,Ferdehátú,4.0,Sötétszürke,1398.0,Első kerék,Fokozatmentes automata,0.0,0,1
22178060,4300000.0,MAZDA,CX-5,2015.75,185555.0,Dízel,110.0,Kitűnő,503.0,Városi terepjáró (crossover),5.0,Fehér,2184.0,Összkerék,Manuális,6.0,0,1
22189218,4100000.0,FIAT,500,2019.42,66500.0,Benzin,51.0,Újszerű,185.0,Ferdehátú,4.0,Sötétszürke,1242.0,Első kerék,Manuális,5.0,0,0
22171569,4347000.0,SKODA,SCALA,2019.83,155043.0,Benzin,85.0,Megkímélt,467.0,Ferdehátú,5.0,Kék,999.0,Első kerék,Manuális,6.0,0,0
22171568,4347000.0,CITROEN,C4 SPACETOURER GRAND C4 SPACETOURER,2019.08,145567.0,Dízel,88.0,Normál,170.0,Egyterű,7.0,Fekete,1560.0,Első kerék,Automata tiptronic,6.0,0,0
22193318,4349000.0,SKODA,OCTAVIA,2015.5,152000.0,Benzin,110.0,Megkímélt,610.0,Kombi,5.0,Sötétkék,1395.0,Első kerék,Automata tiptronic,7.0,0,0
21760146,4349000.0,MAZDA,CX-5,2013.67,171800.0,Dízel,110.0,Megkímélt,503.0,Városi terepjáró (crossover),5.0,Fehér,2184.0,Összkerék,Automata tiptronic,6.0,0,1
22190574,4349000.0,HYUNDAI,I30,2018.0,163117.0,Dízel,100.0,Normál,602.0,Kombi,5.0,Unknown,1582.0,Első kerék,Manuális,6.0,0,0
22179457,4349000.0,MAZDA,2,2019.75,128000.0,Benzin,55.0,Kitűnő,280.0,Ferdehátú,5.0,Kék,1496.0,Első kerék,Manuális,5.0,0,1
22182539,3699990.0,BMW,3-AS SOROZAT 320,2012.25,207972.0,Dízel,135.0,Megkímélt,210.0,Cabrio,4.0,Szürke,1995.0,Hátsó kerék,Manuális,6.0,0,0
